attendee_type_id,attendee_type_name,country_name,city_name,demora15min,nom_week_day,attendees
37573,Sellers,France,Montpellier,0,Wed,6
39827,Regulators,Colombia,Bogotá,60,Fri,1
39458,Student,United States,Pasadena,75,Fri,3
37062,Regulators,Colombia,Bogotá,30,Fri,1
42492,Asistant,Colombia,Bogotá,0,Thu,1
2461,Student,Colombia,Medellín,75,Wed,9
40226,Buyers,Colombia,Bogotá,75,Thu,6
39459,Exhibitors,Chile,Las Condes,60,Tue,1
39718,Buyers,Colombia,Bogotá,15,Thu,1
1040,Student,Colombia,Ríonegro,45,Wed,11
40757,Student,Colombia,Medellín,0,Fri,54
