attendee_type_id,attendee_type_name,country_name,city_name,demora15min,nom_week_day,attendees
37688,Consultant,Colombia,Bogotá,0,Tue,1
2519,Buyers,Colombia,Bogotá,75,Thu,1
37979,Buyers,Colombia,Bogotá,45,Fri,1
2676,Asistant,Colombia,Apartadó,45,Sat,2
39459,Exhibitors,Chile,Las Condes,> 120,Tue,6
39336,Exhibitors,Mexico,Mexico City,30,Tue,2
1447,Consultant,France,Paris,0,Sun,85
40289,Buyers,Colombia,Bogotá,0,Wed,11
40962,Buyers,Colombia,Bogotá,0,Thu,1
37024,Student,Chile,La Florida,30,Wed,3
40481,Consultant,Colombia,Bogotá,30,Thu,3
38497,Sellers,Colombia,Bogotá,0,Wed,6
39425,Visitors,Colombia,Medellín,0,Wed,6
2682,Student,Colombia,Medellín,15,Tue,15
40969,Consultant,Colombia,Bogotá,30,Thu,1
41930,Exhibitors,Chile,Las Condes,60,Mon,2
1483,Student,Colombia,Medellín,0,Wed,17
42272,Student,Colombia,Bogotá,15,Wed,1
42994,Buyers,Colombia,Bogotá,45,Wed,3
37569,Student,Colombia,Bogotá,30,Wed,1
37346,Regulators,France,Angoulême,60,Wed,2
39582,Buyers,Colombia,Bogotá,0,Wed,3
40866,Consultant,Colombia,Bogotá,0,Sat,1
37385,Student,Colombia,Bogotá,15,Tue,3
41811,Exhibitors,Colombia,Bogotá,0,Tue,2
37586,Sellers,France,Montpellier,0,Wed,1
2601,Regulators,Colombia,Bogotá,15,Tue,3
39458,Student,United States,Pasadena,60,Fri,14
1916,Exhibitors,Colombia,Cartagena,90,Thu,8
40480,Consultant,Colombia,Bogotá,30,Thu,1
35932,Student,Ivory Coast,Abidjan,0,Wed,1
35910,Student,Colombia,Bogotá,0,Thu,3
39336,Student,Mexico,Mexico City,45,Tue,8
2087,Student,Colombia,Bogotá,0,Mon,1
41937,Visitors,Chile,Santiago,0,Tue,1
39655,Staff,France,Paris,15,Fri,1
39034,Buyers,Colombia,Bogotá,0,Fri,4
2543,Student,Colombia,Medellín,> 120,Wed,1
39034,Buyers,Colombia,Bogotá,15,Fri,1
42860,Visitors,Chile,Santiago,90,Thu,2
41487,Asistant,Colombia,Medellín,30,Sat,7
2544,Student,Colombia,Bogotá,0,Fri,1
38492,Exhibitors,France,Toulouse,0,Tue,190
36811,Buyers,Colombia,Medellín,105,Fri,1
39572,Sellers,Colombia,Medellín,> 120,Tue,1
38127,Regulators,Colombia,Bogotá,0,Thu,4
39983,Buyers,Colombia,Bogotá,0,Sat,1
3023,Student,Colombia,Medellín,30,Fri,4
39336,Student,Mexico,Mexico City,30,Tue,8
2543,Student,Colombia,Medellín,45,Wed,2
42484,Student,Colombia,Medellín,15,Wed,1
3022,Student,Colombia,Medellín,30,Fri,5
38528,Staff,Chile,Santiago,30,Fri,2
3858,Student,Ecuador,Cuenca,45,Tue,6
37979,Buyers,Colombia,Bogotá,30,Fri,1
39715,Buyers,Colombia,Bogotá,15,Thu,2
39739,Buyers,Colombia,Bogotá,105,Tue,3
3632,Consultant,Spain,Barcelona,0,Fri,86
42492,Sponsors,Colombia,Bogotá,0,Thu,4
2676,Asistant,Colombia,Apartadó,90,Sat,1
2628,Student,Colombia,Medellín,60,Thu,4
41729,Student,Colombia,Ríonegro,45,Wed,10
4199,Asistant,Colombia,Bogotá,105,Tue,11
43050,Visitors,Chile,Santiago,90,Wed,1
38463,Staff,Chile,Santiago,15,Thu,1
37685,Consultant,Colombia,Bogotá,30,Thu,5
40357,Buyers,Colombia,Bogotá,15,Wed,4
39413,Sponsors,Colombia,Barranquilla,45,Wed,1
40539,Buyers,Colombia,Bogotá,0,Mon,3
43212,Student,Colombia,Medellín,> 120,Thu,24
38189,Buyers,Colombia,Bogotá,0,Tue,6
1090,Buyers,Spain,Madrid,0,Sat,1
41487,Student,Colombia,Medellín,0,Sat,125
35516,Student,Ivory Coast,Abidjan,0,Wed,1
38770,Student,Colombia,Medellín,0,Wed,92
42365,Consultant,Colombia,Bogotá,0,Mon,2
1992,Student,Colombia,Bogotá,0,Thu,127
40909,Consultant,Colombia,Bogotá,0,Tue,1
39652,Buyers,France,Paris,60,Fri,9
40492,Student,Colombia,Bogotá,0,Tue,2
3121,Exhibitors,Chile,La Florida,0,Tue,19
40810,Exhibitors,Chile,Santiago,> 120,Thu,80
41487,Asistant,Colombia,Medellín,0,Sat,5
43211,Student,Colombia,Medellín,90,Thu,2
36271,Buyers,Colombia,Medellín,90,Wed,1
3555,Regulators,Colombia,Ríonegro,0,Fri,1
42594,Student,Chile,Las Condes,45,Tue,2
3145,Student,Spain,Barcelona,45,Wed,1
2006,Student,Colombia,Bogotá,> 120,Wed,1
39618,Buyers,Colombia,Bogotá,0,Thu,18
37677,Student,Chile,La Florida,30,Thu,2
42080,Student,Colombia,Medellín,> 120,Thu,1
2622,Asistant,Colombia,Apartadó,120,Fri,2
40724,Student,Colombia,Medellín,0,Wed,71
40254,Buyers,Colombia,Bogotá,15,Thu,3
148,Student,Colombia,Medellín,0,Wed,4
41200,Staff,Colombia,Bogotá,> 120,Wed,2
42973,Exhibitors,Chile,Las Condes,0,Fri,13
39077,Student,France,Paris,0,Thu,33
42559,Student,Chile,Las Condes,120,Tue,2
40465,Consultant,Colombia,Bogotá,0,Tue,4
39897,Student,Colombia,Medellín,30,Thu,1
42276,Visitors,Chile,Santiago,90,Thu,1
42271,Student,Colombia,Bogotá,15,Wed,1
126,Student,Colombia,Medellín,0,Wed,10
3505,Student,Colombia,Medellín,30,Tue,32
39613,Buyers,Colombia,Bogotá,15,Thu,1
38587,Buyers,Colombia,Bogotá,15,Tue,1
40434,Consultant,Colombia,Bogotá,15,Wed,3
39625,Buyers,Colombia,Bogotá,60,Thu,1
42559,Student,Chile,Las Condes,75,Tue,2
35831,Exhibitors,France,Paris,0,Tue,2
37684,Student,Colombia,Bogotá,0,Thu,2
37690,Buyers,Colombia,Bogotá,> 120,Thu,1
4199,Consultant,Colombia,Bogotá,60,Tue,1
40237,Buyers,Colombia,Bogotá,0,Sat,76
42608,Buyers,Colombia,Bogotá,15,Thu,1
42559,Consultant,Chile,Las Condes,75,Tue,9
39857,Consultant,Colombia,Bogotá,75,Thu,2
40183,Consultant,United States,Pasadena,75,Fri,1
38114,Consultant,Chile,Las Condes,90,Tue,1
4198,Exhibitors,Uruguay,Montevideo,120,Wed,1
39736,Staff,Colombia,Bogotá,60,Tue,2
38575,Visitors,United States,Las Vegas,> 120,Wed,1
3022,Asistant,Colombia,Medellín,30,Fri,3
39854,Consultant,Colombia,Bogotá,15,Thu,2
42860,Visitors,Chile,Santiago,15,Thu,2
39581,Buyers,Colombia,Bogotá,15,Wed,3
42813,Visitors,Chile,Santiago,> 120,Thu,5
37071,Regulators,Colombia,Bogotá,0,Thu,2
43763,Regulators,Colombia,Bogotá,0,Wed,7
42590,Exhibitors,Chile,Las Condes,75,Tue,4
35382,Buyers,Chile,La Florida,0,Fri,18
41050,Student,Colombia,Bogotá,0,Tue,1
37597,Consultant,Colombia,Bogotá,30,Thu,1
39426,Buyers,Colombia,Bogotá,0,Wed,2
42578,Buyers,Colombia,Bogotá,0,Mon,1
40724,Asistant,Colombia,Medellín,15,Wed,1
42176,Student,Colombia,Bogotá,30,Wed,3
469,Student,Colombia,Medellín,0,Tue,36
3203,Consultant,Spain,Madrid,0,Thu,15
3023,Student,Colombia,Medellín,120,Fri,5
4066,Consultant,Spain,Madrid,30,Tue,4
37597,Consultant,Colombia,Bogotá,0,Thu,4
43158,Sponsors,Colombia,Apartadó,30,Thu,2
41501,Regulators,Chile,Santiago,0,Wed,7
41549,Staff,Colombia,Bogotá,0,Tue,4
2216,Buyers,Ecuador,Quito,120,Mon,1
39652,Asistant,France,Paris,0,Fri,3
39336,Sponsors,Mexico,Mexico City,> 120,Tue,1
3093,Student,Ecuador,Cuenca,30,Tue,1
40326,Sellers,Chile,Providencia,105,Wed,1
39966,Buyers,Colombia,Bogotá,0,Tue,3
35831,Student,France,Paris,> 120,Tue,1
40237,Consultant,Colombia,Bogotá,15,Sat,38
2858,Exhibitors,Colombia,Medellín,30,Mon,5
42174,Student,Colombia,Bogotá,30,Wed,1
33488,Student,Colombia,Bogotá,15,Wed,2
41728,Sellers,Colombia,Bogotá,30,Wed,3
3022,Asistant,Colombia,Medellín,75,Fri,2
2519,Buyers,Colombia,Bogotá,90,Thu,1
40237,Student,Colombia,Bogotá,30,Sat,53
37581,Consultant,Colombia,Bogotá,0,Tue,2
40435,Consultant,Colombia,Bogotá,0,Wed,1
38128,Regulators,Colombia,Bogotá,0,Thu,6
38925,Regulators,Colombia,Bogotá,0,Tue,3
38998,Asistant,Colombia,Apartadó,0,Wed,4
37979,Sellers,Colombia,Bogotá,15,Fri,2
42559,Consultant,Chile,Las Condes,45,Tue,6
634,Student,Colombia,Medellín,0,Tue,414
39893,Buyers,Colombia,Bogotá,30,Mon,2
37380,Student,France,Castelnau-le-Lez,0,Tue,1
42329,Student,Colombia,Medellín,45,Wed,2
41814,Sellers,Colombia,Bogotá,0,Wed,1
860,Consultant,United States,Indianapolis,0,Wed,4
37185,Student,Colombia,Bogotá,0,Wed,3
40625,Staff,Chile,Santiago,0,Wed,2
267,Student,Colombia,Medellín,0,Wed,1
3204,Regulators,Spain,Madrid,0,Thu,3
2543,Student,Colombia,Medellín,90,Wed,1
43348,Student,Colombia,Medellín,30,Thu,11
38703,Buyers,Colombia,Bogotá,0,Wed,9
38114,Consultant,Chile,Las Condes,> 120,Tue,6
40872,Regulators,Colombia,Bogotá,15,Thu,4
1447,Student,France,Paris,0,Sun,328
3698,Visitors,United States,Los Angeles,> 120,Wed,3
1040,Visitors,Colombia,Ríonegro,0,Wed,1
34065,Buyers,France,Paris,0,Wed,5
38192,Regulators,Colombia,Bogotá,15,Tue,1
43060,Student,Colombia,Medellín,45,Tue,1
37010,Student,Chile,La Florida,15,Wed,15
3084,Buyers,Chile,La Florida,0,Wed,8
38076,Exhibitors,Argentina,Buenos Aires,0,Thu,2
1045,Student,Colombia,Medellín,0,Tue,104
2601,Regulators,Colombia,Bogotá,105,Tue,2
43147,Consultant,Chile,Providencia,0,Thu,18
3777,Asistant,Colombia,Medellín,15,Tue,3
2564,Student,Colombia,Bogotá,> 120,Tue,5
3022,Consultant,Colombia,Medellín,45,Fri,1
34065,Student,France,Paris,0,Wed,1
37693,Consultant,Colombia,Bogotá,15,Tue,1
2515,Student,Colombia,Bogotá,60,Thu,4
42683,Buyers,Colombia,Bogotá,0,Thu,1
39667,Consultant,Vietnam,Đă Nâng,0,Thu,3
39136,Consultant,Colombia,Bogotá,0,Thu,1
37979,Student,Colombia,Bogotá,0,Fri,2
35836,Regulators,Colombia,Bogotá,0,Thu,8
40480,Consultant,Colombia,Bogotá,0,Thu,6
40183,Consultant,United States,Pasadena,> 120,Fri,5
38253,Consultant,Colombia,Bogotá,0,Tue,8
41303,Staff,Colombia,Bogotá,15,Thu,1
3699,Student,Colombia,Medellín,45,Wed,7
41598,Student,Colombia,Bogotá,15,Thu,2
37334,Student,Colombia,Bogotá,75,Wed,2
40810,Sellers,Chile,Santiago,105,Thu,6
3444,Student,Colombia,Bogotá,> 120,Thu,5
2608,Regulators,Colombia,Bogotá,30,Tue,6
2514,Consultant,Colombia,Bogotá,105,Thu,1
39331,Buyers,Colombia,Bogotá,30,Fri,1
42355,Consultant,Colombia,Bogotá,15,Thu,2
35638,Sellers,France,Paris,0,Tue,165
34064,Student,France,Vouneuil-sous-Biard,0,Thu,1
3022,Sponsors,Colombia,Medellín,90,Fri,4
2514,Consultant,Colombia,Bogotá,15,Thu,1
2601,Regulators,Colombia,Bogotá,30,Tue,2
35831,Regulators,France,Paris,45,Tue,2
41879,Student,Colombia,Medellín,15,Mon,10
41553,Buyers,Colombia,Medellín,15,Wed,17
40237,Consultant,Colombia,Bogotá,60,Sat,1
39992,Student,Colombia,Apartadó,0,Sat,11
43060,Student,Colombia,Medellín,0,Tue,25
38651,Sellers,Colombia,Bogotá,30,Fri,1
42176,Student,Colombia,Bogotá,0,Wed,5
2516,Student,Colombia,Bogotá,60,Thu,1
34098,Student,Colombia,Bogotá,0,Mon,2
40872,Regulators,Colombia,Bogotá,0,Thu,7
1915,Student,Colombia,Barranquilla,30,Thu,19
39710,Buyers,Colombia,Bogotá,0,Mon,2
41811,Visitors,Colombia,Bogotá,0,Tue,4
3485,Student,Colombia,Medellín,0,Thu,53
37681,Consultant,Colombia,Bogotá,45,Thu,2
530,Visitors,United States,Secaucus,0,Sat,78
39992,Student,Colombia,Apartadó,45,Sat,1
651,Visitors,Colombia,Medellín,0,Wed,1
42425,Consultant,Colombia,Bogotá,15,Mon,1
38114,Student,Chile,Las Condes,0,Tue,112
1992,Student,Colombia,Bogotá,> 120,Thu,9
40467,Visitors,Colombia,Bogotá,15,Tue,1
774,Student,Colombia,Medellín,0,Fri,10
39963,Buyers,Colombia,Bogotá,0,Tue,6
3203,Consultant,Spain,Madrid,15,Thu,1
38133,Student,Colombia,Bogotá,45,Tue,1
37470,Staff,Colombia,Bogotá,0,Thu,7
33485,Student,Colombia,Bogotá,0,Wed,23
41179,Staff,Chile,Vitacura,0,Thu,40
3080,Exhibitors,Argentina,Buenos Aires,75,Thu,1
41879,Buyers,Colombia,Medellín,30,Mon,3
41301,Staff,Colombia,Bogotá,30,Thu,2
2438,Student,Colombia,Medellín,15,Thu,5
1677,Student,Colombia,Medellín,> 120,Mon,3
39827,Staff,Colombia,Bogotá,30,Fri,1
40166,Buyers,Colombia,Bogotá,0,Tue,1
2676,Asistant,Colombia,Apartadó,120,Sat,1
42276,Visitors,Chile,Santiago,0,Thu,9
41930,Exhibitors,Chile,Las Condes,30,Mon,1
3023,Student,Colombia,Medellín,60,Fri,2
3476,Student,Colombia,Bogotá,0,Wed,3
4067,Sellers,Spain,Madrid,30,Tue,1
40480,Student,Colombia,Bogotá,0,Thu,5
37390,Student,Colombia,Bogotá,0,Thu,3
38130,Buyers,Colombia,Bogotá,90,Thu,1
36972,Regulators,France,Nice,0,Mon,100
2278,Student,Colombia,Bogotá,30,Mon,1
40249,Buyers,Colombia,Bogotá,0,Thu,1
41588,Student,Colombia,Bogotá,0,Tue,2
337,Buyers,Portugal,Lisbon,0,Fri,3
2564,Asistant,Colombia,Bogotá,90,Tue,2
37753,Visitors,Chile,Providencia,90,Wed,1
40871,Buyers,Colombia,Bogotá,15,Thu,1
35643,Exhibitors,France,Mérignac,0,Tue,5
36186,Exhibitors,Argentina,Buenos Aires,> 120,Thu,5
42092,Regulators,Colombia,Bogotá,0,Tue,9
39840,Buyers,Colombia,Bogotá,15,Mon,4
41808,Visitors,Colombia,Bogotá,15,Tue,1
384,Student,Colombia,Ríonegro,0,Wed,23
40108,Buyers,Colombia,Bogotá,0,Fri,2
37405,Student,Colombia,Bogotá,45,Wed,1
43098,Buyers,Colombia,Bogotá,30,Mon,3
38130,Consultant,Colombia,Bogotá,0,Thu,14
40288,Buyers,Colombia,Bogotá,0,Wed,9
2516,Visitors,Colombia,Bogotá,> 120,Thu,13
40592,Staff,France,Roubaix,0,Fri,2
41035,Visitors,Colombia,Bogotá,45,Tue,1
41033,Student,Colombia,Medellín,30,Wed,2
34123,Student,Colombia,Bogotá,15,Mon,1
2564,Student,Colombia,Bogotá,120,Tue,1
4137,Student,Colombia,Bogotá,0,Fri,1
40315,Consultant,Colombia,Bogotá,0,Wed,3
39856,Consultant,Colombia,Bogotá,> 120,Thu,3
39459,Exhibitors,Chile,Las Condes,90,Tue,1
39584,Buyers,Colombia,Bogotá,0,Wed,9
43199,Buyers,Colombia,Bogotá,0,Wed,3
39901,Buyers,Colombia,Bogotá,> 120,Thu,2
39827,Buyers,Colombia,Bogotá,90,Fri,1
40181,Consultant,United States,Pasadena,90,Fri,2
38100,Consultant,Chile,La Florida,15,Wed,3
39764,Buyers,Colombia,Bogotá,30,Wed,1
38507,Consultant,Colombia,Bogotá,0,Fri,2
38114,Exhibitors,Chile,Las Condes,90,Tue,2
476,Student,Colombia,Medellín,0,Tue,2
42204,Student,Colombia,Bogotá,0,Mon,1
42358,Staff,Colombia,Bogotá,0,Thu,3
41072,Buyers,Colombia,Bogotá,0,Tue,2
3809,Asistant,Colombia,Medellín,0,Tue,1
40344,Consultant,Colombia,Bogotá,15,Wed,2
305,Sellers,Colombia,Medellín,0,Thu,1
40237,Student,Colombia,Bogotá,45,Sat,18
34076,Consultant,Spain,Terrassa,0,Tue,9
41700,Sponsors,Colombia,Bogotá,0,Tue,1
983,Staff,Colombia,Medellín,0,Thu,30
41146,Student,Chile,Las Condes,0,Wed,41
42492,Sponsors,Colombia,Bogotá,15,Thu,2
38100,Consultant,Chile,La Florida,30,Wed,1
41879,Exhibitors,Colombia,Medellín,15,Mon,3
37753,Student,Chile,Providencia,15,Wed,1
42634,Exhibitors,Chile,Las Condes,0,Tue,62
107,Exhibitors,France,Paris,0,Thu,2
40651,Visitors,Colombia,Bogotá,0,Wed,1
41178,Staff,Chile,Vitacura,0,Thu,10
2543,Student,Colombia,Medellín,30,Wed,4
39728,Consultant,Colombia,Bogotá,30,Wed,2
40106,Buyers,Colombia,Bogotá,15,Fri,2
3809,Asistant,Colombia,Medellín,30,Tue,3
334,Buyers,Portugal,Lisbon,0,Fri,1
4109,Regulators,Colombia,Bogotá,0,Tue,2
41499,Regulators,Chile,Santiago,0,Wed,9
38360,Visitors,Chile,La Florida,0,Wed,2
38161,Student,Colombia,Medellín,> 120,Wed,1
3632,Regulators,Spain,Barcelona,0,Fri,9
4198,Exhibitors,Uruguay,Montevideo,45,Wed,5
39747,Exhibitors,Chile,Vitacura,0,Fri,796
41933,Regulators,Colombia,Bogotá,30,Wed,1
39034,Consultant,Colombia,Bogotá,30,Fri,2
39827,Staff,Colombia,Bogotá,15,Fri,2
39726,Asistant,Colombia,Medellín,> 120,Thu,72
33478,Student,Colombia,Bogotá,0,Thu,1
269,Sponsors,Colombia,Medellín,0,Tue,8
36166,Student,Colombia,Bogotá,0,Wed,2
39198,Buyers,Colombia,Bogotá,75,Sat,10
40326,Sellers,Chile,Providencia,15,Wed,1
2676,Asistant,Colombia,Apartadó,30,Sat,2
1040,Asistant,Colombia,Ríonegro,0,Wed,16
3469,Student,Colombia,Ríonegro,75,Fri,7
36950,Student,Portugal,Lisbon,0,Thu,3
40468,Visitors,Colombia,Bogotá,0,Tue,1
41201,Staff,Colombia,Bogotá,> 120,Wed,7
4199,Consultant,Colombia,Bogotá,75,Tue,1
36165,Student,Colombia,Bogotá,30,Wed,5
39425,Student,Colombia,Medellín,15,Wed,2
40183,Consultant,United States,Pasadena,90,Fri,1
41078,Buyers,Colombia,Bogotá,15,Tue,1
39017,Visitors,Colombia,Bogotá,15,Wed,4
38652,Buyers,Colombia,Bogotá,30,Fri,2
43353,Consultant,Colombia,Bogotá,15,Thu,2
33484,Student,Colombia,Bogotá,15,Wed,2
37690,Buyers,Colombia,Bogotá,0,Thu,8
2514,Consultant,Colombia,Bogotá,0,Thu,3
42358,Sellers,Colombia,Bogotá,15,Thu,1
43354,Consultant,Colombia,Bogotá,60,Thu,1
527,Student,Colombia,Medellín,0,Mon,5
3469,Regulators,Colombia,Ríonegro,90,Fri,1
39731,Sellers,Colombia,Bogotá,15,Wed,1
34139,Student,Ivory Coast,Abidjan,0,Wed,10
37387,Student,Colombia,Bogotá,0,Thu,4
38593,Consultant,Colombia,Bogotá,0,Thu,4
665,Student,Colombia,Medellín,0,Fri,30
40969,Consultant,Colombia,Bogotá,15,Thu,1
275,Consultant,Netherlands,Utrecht,0,Wed,25
40259,Buyers,Colombia,Bogotá,0,Fri,1
36012,Student,Chile,La Florida,0,Fri,24
42186,Student,Colombia,Medellín,> 120,Tue,3
2626,Student,Colombia,Medellín,0,Tue,2
843,Sponsors,Colombia,Medellín,0,Fri,366
39139,Consultant,Colombia,Bogotá,0,Thu,2
35378,Buyers,Chile,La Florida,0,Fri,17
2515,Regulators,Colombia,Bogotá,90,Thu,3
43158,Regulators,Colombia,Apartadó,15,Thu,2
38765,Consultant,Colombia,Bogotá,> 120,Wed,21
3603,Staff,Ecuador,Quito,45,Thu,2
41725,Sellers,Colombia,Bogotá,0,Fri,9
36113,Student,Ivory Coast,Abidjan,0,Wed,1
37980,Student,Colombia,Bogotá,0,Fri,2
39425,Buyers,Colombia,Medellín,15,Wed,2
42559,Staff,Chile,Las Condes,0,Tue,127
37690,Consultant,Colombia,Bogotá,60,Thu,2
42484,Student,Colombia,Medellín,0,Wed,21
37066,Regulators,Colombia,Bogotá,0,Fri,1
36992,Student,Colombia,Bogotá,45,Sat,1
40595,Student,Colombia,Medellín,90,Fri,23
41469,Staff,Colombia,Bogotá,0,Thu,20
39903,Buyers,Colombia,Bogotá,15,Thu,1
37597,Consultant,Colombia,Bogotá,45,Thu,1
122,Student,Colombia,Medellín,0,Wed,2
38100,Visitors,Chile,La Florida,0,Wed,20
2519,Buyers,Colombia,Bogotá,105,Thu,2
1699,Sellers,Jordan,ʿAmmān,0,Wed,4
40466,Regulators,Colombia,Bogotá,60,Tue,1
39228,Sellers,Colombia,Bogotá,90,Fri,6
4198,Exhibitors,Uruguay,Montevideo,60,Wed,2
2515,Regulators,Colombia,Bogotá,120,Thu,5
40911,Buyers,Colombia,Bogotá,0,Tue,1
3937,Exhibitors,Chile,La Florida,0,Tue,4
37598,Student,Colombia,Bogotá,0,Thu,1
41053,Visitors,Colombia,Bogotá,30,Tue,1
38801,Buyers,Colombia,Bogotá,0,Mon,4
38161,Sponsors,Colombia,Medellín,45,Wed,1
37306,Student,Colombia,Bogotá,0,Wed,4
40326,Student,Chile,Providencia,75,Wed,1
2622,Asistant,Colombia,Apartadó,0,Fri,6
36818,Buyers,Colombia,Medellín,> 120,Fri,1
37598,Buyers,Colombia,Bogotá,0,Thu,1
41106,Student,Colombia,Medellín,0,Tue,36
39228,Sellers,Colombia,Bogotá,30,Fri,1
3023,Student,Colombia,Medellín,> 120,Fri,176
1040,Student,Colombia,Ríonegro,30,Wed,17
3505,Student,Colombia,Medellín,75,Tue,23
3958,Exhibitors,France,Paris,0,Mon,10
897,Sellers,Colombia,Medellín,0,Fri,47
38518,Sellers,Colombia,Bogotá,0,Fri,6
43158,Regulators,Colombia,Apartadó,30,Thu,2
39654,Student,France,Paris,0,Fri,22
41421,Student,Chile,Providencia,90,Wed,3
35832,Sellers,France,Paris,0,Tue,1
37010,Buyers,Chile,La Florida,0,Wed,8
38653,Buyers,Colombia,Bogotá,30,Fri,1
42578,Regulators,Colombia,Bogotá,30,Mon,1
38450,Consultant,Colombia,Bogotá,15,Wed,2
43198,Student,Colombia,Ríonegro,105,Wed,1
40651,Buyers,Colombia,Bogotá,15,Wed,1
38130,Consultant,Colombia,Bogotá,30,Thu,2
38078,Exhibitors,Ivory Coast,Abidjan,0,Wed,5
39142,Student,Colombia,Bogotá,0,Fri,7
669,Asistant,Colombia,Medellín,0,Thu,138
900,Student,Colombia,Medellín,75,Tue,1
3852,Student,Ecuador,Quito,15,Tue,1
38766,Buyers,Colombia,Bogotá,> 120,Wed,3
2480,Student,Colombia,Medellín,0,Wed,6
42366,Consultant,Colombia,Bogotá,0,Mon,7
39413,Exhibitors,Colombia,Barranquilla,> 120,Wed,10
3321,Student,Colombia,Medellín,15,Thu,16
39017,Visitors,Colombia,Bogotá,30,Wed,1
2626,Student,Colombia,Medellín,15,Tue,7
38801,Asistant,Colombia,Bogotá,15,Mon,1
38114,Student,Chile,Las Condes,60,Tue,2
37196,Staff,France,Montpellier,0,Wed,2
37753,Sellers,Chile,Providencia,60,Wed,1
41421,Student,Chile,Providencia,45,Wed,1
39954,Buyers,Colombia,Bogotá,0,Wed,12
43158,Student,Colombia,Apartadó,45,Thu,3
37971,Consultant,Colombia,Bogotá,0,Wed,9
40909,Buyers,Colombia,Bogotá,15,Tue,1
2438,Student,Colombia,Medellín,60,Thu,5
37469,Sellers,Colombia,Bogotá,0,Thu,3
39718,Buyers,Colombia,Bogotá,0,Thu,4
4199,Asistant,Colombia,Bogotá,60,Tue,35
41725,Sellers,Colombia,Bogotá,15,Fri,3
3082,Exhibitors,Argentina,Buenos Aires,75,Thu,1
39336,Exhibitors,Mexico,Mexico City,0,Tue,2
42594,Student,Chile,Las Condes,120,Tue,1
38595,Consultant,Colombia,Bogotá,0,Thu,2
42813,Visitors,Chile,Santiago,90,Thu,1
42590,Exhibitors,Chile,Las Condes,0,Tue,88
3945,Buyers,Spain,Madrid,0,Wed,28
40466,Regulators,Colombia,Bogotá,0,Tue,8
42356,Consultant,Colombia,Bogotá,0,Thu,1
2676,Asistant,Colombia,Apartadó,60,Sat,6
38927,Visitors,Colombia,Bogotá,0,Tue,2
40259,Buyers,Colombia,Bogotá,30,Fri,6
297,Sellers,Colombia,Medellín,0,Thu,175
42067,Regulators,Colombia,Bogotá,30,Thu,2
41611,Student,Colombia,Bogotá,30,Tue,2
38294,Buyers,Colombia,Bogotá,15,Thu,2
36991,Regulators,Colombia,Bogotá,45,Sat,1
39827,Visitors,Colombia,Bogotá,105,Fri,1
34072,Consultant,Spain,Terrassa,0,Tue,74
4199,Consultant,Colombia,Bogotá,120,Tue,1
40810,Staff,Chile,Santiago,60,Thu,1
1040,Student,Colombia,Ríonegro,> 120,Wed,11
35836,Student,Colombia,Bogotá,15,Thu,3
3603,Regulators,Ecuador,Quito,90,Thu,6
3699,Student,Colombia,Medellín,120,Wed,1
2087,Student,Colombia,Bogotá,120,Mon,1
40595,Buyers,Colombia,Medellín,90,Fri,4
38114,Exhibitors,Chile,Las Condes,15,Tue,4
39735,Staff,Colombia,Bogotá,45,Tue,2
43770,Asistant,Colombia,Bogotá,0,Wed,5
40434,Consultant,Colombia,Bogotá,0,Wed,5
40228,Buyers,Colombia,Bogotá,90,Thu,3
42037,Regulators,Colombia,Bogotá,15,Thu,3
39827,Consultant,Colombia,Bogotá,120,Fri,2
4199,Buyers,Colombia,Bogotá,30,Tue,5
39419,Student,Colombia,Barranquilla,90,Wed,4
3603,Regulators,Ecuador,Quito,60,Thu,24
39739,Buyers,Colombia,Bogotá,75,Tue,2
34100,Student,Colombia,Bogotá,30,Mon,1
3203,Buyers,Spain,Madrid,0,Thu,2
3693,Student,United States,Los Angeles,> 120,Wed,16
40810,Regulators,Chile,Santiago,105,Thu,5
43008,Student,Colombia,Medellín,15,Wed,8
39034,Consultant,Colombia,Bogotá,45,Fri,1
40537,Buyers,Colombia,Bogotá,30,Mon,1
39854,Buyers,Colombia,Bogotá,0,Thu,3
38161,Consultant,Colombia,Medellín,> 120,Wed,2
41811,Student,Colombia,Bogotá,0,Tue,1
42094,Regulators,Colombia,Bogotá,> 120,Wed,1
39613,Buyers,Colombia,Bogotá,30,Thu,1
35990,Visitors,Chile,Providencia,0,Wed,2
2514,Regulators,Colombia,Bogotá,30,Thu,1
40617,Asistant,Chile,Santiago,0,Wed,3
35972,Student,Colombia,Bogotá,0,Wed,3
40493,Buyers,Colombia,Bogotá,15,Tue,2
37681,Buyers,Colombia,Bogotá,45,Thu,2
34077,Consultant,Spain,Terrassa,0,Tue,7
37854,Asistant,Colombia,Bogotá,60,Sat,1
2858,Student,Colombia,Medellín,0,Mon,20
3469,Regulators,Colombia,Ríonegro,30,Fri,2
38191,Regulators,Colombia,Bogotá,0,Tue,7
1592,Sponsors,Colombia,Medellín,> 120,Tue,1
2234,Staff,Colombia,Medellín,60,Wed,3
39956,Buyers,Colombia,Bogotá,0,Wed,4
43212,Student,Colombia,Medellín,60,Thu,1
40343,Buyers,Colombia,Bogotá,15,Wed,1
40916,Student,Colombia,Medellín,0,Wed,14
42794,Exhibitors,Chile,Las Condes,45,Thu,1
43348,Student,Colombia,Medellín,45,Thu,3
42358,Student,Colombia,Bogotá,15,Thu,7
